Round,Clients,Latent Dim,Hidden Dim,Rounds,Epochs,Batch Size,Learning Rate,Gamma,Step,fraction-fit,Strategy,Recon Weight,Class Weight,KLD Weight,Beta VAE,Proximal Mu,Eta Adagrad,Eta Adam,Beta 1,Beta 2,Patience,Min Delta,Accuracy,F1 Score,Precision,Recall,Train Loss
15,5,15,512,100,5,16,0.0001,0.1,5,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.09011773136773137,0.018650918247692442,0.010641052228448574,0.09011773136773137,inf
16,5,15,512,100,5,16,0.0001,0.1,5,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.18606879606879606,0.07243049743049743,0.047329006276374694,0.18606879606879606,inf
17,5,15,512,100,5,16,0.0001,0.1,5,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.09617833742833742,0.02475226787845384,0.016724615130193292,0.09617833742833742,inf
18,5,15,512,100,5,16,0.0001,0.1,5,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.18606879606879606,0.07705053337228526,0.05270378106741743,0.18606879606879606,inf
19,5,15,512,100,5,16,0.0001,0.1,5,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.22955773955773956,0.1694835593116566,0.17926997078576404,0.22955773955773956,inf
20,5,15,512,100,5,16,0.0001,0.1,5,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.18606879606879606,0.07246639425987252,0.04753535467090454,0.18606879606879606,inf
21,5,15,512,100,5,16,0.0001,0.1,5,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.2598720311220311,0.17373392744367516,0.17615724256533077,0.2598720311220311,inf
22,5,15,512,100,5,16,0.0001,0.1,5,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.170727886977887,0.09756267417515227,0.09007979132091708,0.170727886977887,inf
23,5,15,512,100,5,16,0.0001,0.1,5,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.1090950040950041,0.04638892038892038,0.08137231492780791,0.1090950040950041,inf
24,5,15,512,100,5,16,0.0001,0.1,5,1.0,fedadagrad,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15,0.0,0.09595106470106471,0.021549207975039175,0.012350074267016066,0.09595106470106471,inf
